Indication (ICD-10)	Indication name	Drug (RxNorm)	Drug name	Outcome (ICD-10)	Outcome name	Average ACME	P-value	Proportion mediated	Cohort
K21.9	Esophageal reflux NOS	7646	omeprazole	J32	sinus empyema	0.01235	2e-16	-0.264214	UKB
I51.9	Heart disease, unspecified	35296	ramipril	H93.1	Tinnitus	0.0123	2e-16	-0.645	UKB
E78.5	Hyperlipidemia, unspecified	83367	atorvastatin	G62.9	Neuropathy NOS	0.0123	2e-16	-0.269728	UKB
I21	cardiac infarction	36567	simvastatin	I67.9	Cerebrovascular disease, unspecified	0.01226	2e-16	-0.52272	UKB
I21	cardiac infarction	803516	Niacin / Simvastatin	I67.9	Cerebrovascular disease, unspecified	0.01226	2e-16	-0.52272	UKB
N04	lipoid nephrosis	1369	bendroflumethiazide	N19	Uremia NOS	0.012195	2e-16	-0.616157	UKB
N04	lipoid nephrosis	214288	Bendroflumethiazide / Nadolol	N19	Uremia NOS	0.012195	2e-16	-0.616157	UKB
K26	Duodenal ulcer	17128	lansoprazole	K92.1	Melena	0.01218	2e-16	-0.27142	UKB
K21.9	Esophageal reflux NOS	7646	omeprazole	J69.0	Aspiration pneumonia NOS	0.012	2e-16	-0.272	UKB
N18.9	Chronic uremia NOS	29046	lisinopril	D64.9	Anemia, unspecified	0.012	2e-16	-0.05382	UKB
N18.9	Chronic uremia NOS	214618	Hydrochlorothiazide / Lisinopril	D64.9	Anemia, unspecified	0.012	2e-16	-0.05382	UKB
N28.9	Nephropathy NOS	83367	atorvastatin	N19	Uremia NOS	0.012	2e-16	-0.53104	UKB
E78.5	Hyperlipidemia, unspecified	36567	simvastatin	I51.9	Heart disease, unspecified	0.011999	2e-16	-0.811936	UKB
E78.5	Hyperlipidemia, unspecified	803516	Niacin / Simvastatin	I51.9	Heart disease, unspecified	0.011999	2e-16	-0.811936	UKB
I50.9	Congestive heart disease	1202	atenolol	E87.7	Fluid overload	0.01189	2e-16	-0.40219	UKB
K25	Gastric ulcer	6581	magnesium hydroxide	D64.9	Anemia, unspecified	0.0118	2e-16	-0.0706	MIMIC-IV
K25	Gastric ulcer	52358	magnesium gluconate	D64.9	Anemia, unspecified	0.0118	2e-16	-0.0706	MIMIC-IV
K25	Gastric ulcer	1426853	magnesium cation	D64.9	Anemia, unspecified	0.0118	2e-16	-0.0706	MIMIC-IV
K25	Gastric ulcer	6582	magnesium oxide	D64.9	Anemia, unspecified	0.0118	2e-16	-0.0706	MIMIC-IV
K25	Gastric ulcer	52356	magnesium citrate	D64.9	Anemia, unspecified	0.0118	2e-16	-0.0706	MIMIC-IV
K25	Gastric ulcer	283578	magnesium malate	D64.9	Anemia, unspecified	0.0118	2e-16	-0.0706	MIMIC-IV
K25	Gastric ulcer	6585	magnesium sulfate	D64.9	Anemia, unspecified	0.0118	2e-16	-0.0706	MIMIC-IV
K25	Gastric ulcer	214688	magnesium lactate	D64.9	Anemia, unspecified	0.0118	2e-16	-0.0706	MIMIC-IV
K25	Gastric ulcer	142131	magnesium aspartate	D64.9	Anemia, unspecified	0.0118	2e-16	-0.0706	MIMIC-IV
K25	Gastric ulcer	215976	magnesium, chelated	D64.9	Anemia, unspecified	0.0118	2e-16	-0.0706	MIMIC-IV
K25	Gastric ulcer	314718	magnesium acetate	D64.9	Anemia, unspecified	0.0118	2e-16	-0.0706	MIMIC-IV
K25	Gastric ulcer	6574	magnesium	D64.9	Anemia, unspecified	0.0118	2e-16	-0.0706	MIMIC-IV
K25	Gastric ulcer	29170	magnesium trisilicate	D64.9	Anemia, unspecified	0.0118	2e-16	-0.0706	MIMIC-IV
K25	Gastric ulcer	29155	magnesium carbonate	D64.9	Anemia, unspecified	0.0118	2e-16	-0.0706	MIMIC-IV
K25	Gastric ulcer	236741	magnesium sulfate heptahydrate	D64.9	Anemia, unspecified	0.0118	2e-16	-0.0706	MIMIC-IV
K25	Gastric ulcer	6579	magnesium chloride	D64.9	Anemia, unspecified	0.0118	2e-16	-0.0706	MIMIC-IV
K25	Gastric ulcer	139233	magnesium orotate	D64.9	Anemia, unspecified	0.0118	2e-16	-0.0706	MIMIC-IV
T78.40	Hypersensitivity NOS	7213	ipratropium	I42	Cardiomyopathy	0.0118	0.002	-0.289	MIMIC-IV
N28.9	Nephropathy NOS	35296	ramipril	E87.7	Fluid overload	0.01175	2e-16	-0.39593	UKB
K21.9	Esophageal reflux NOS	7646	omeprazole	J98.4	Pulmolithiasis	0.011733	2e-16	-0.250226	UKB
I21	cardiac infarction	1009219	aliskiren / Amlodipine	I70	atheroma	0.01169	2e-16	-0.33144	UKB
I21	cardiac infarction	17767	amlodipine	I70	atheroma	0.01169	2e-16	-0.33144	UKB
I21	cardiac infarction	5224	heparin	I50.2	Systolic (congestive) heart failure	0.01169	2e-16	-0.36816	MIMIC-IV
K26	Duodenal ulcer	17128	lansoprazole	I20	Angina pectoris	0.0116	2e-16	-0.0527	UKB
N28.9	Nephropathy NOS	19484	bisoprolol	D64.9	Anemia, unspecified	0.01157	2e-16	-0.05094	UKB
I21	cardiac infarction	83367	atorvastatin	I51.7	Cardiomegaly	0.01151	2e-16	-0.13444	UKB
N18.6	End stage renal disease	6581	magnesium hydroxide	D64.9	Anemia, unspecified	0.01135	2e-16	-0.06732	MIMIC-IV
N18.6	End stage renal disease	52358	magnesium gluconate	D64.9	Anemia, unspecified	0.01135	2e-16	-0.06732	MIMIC-IV
N18.6	End stage renal disease	1426853	magnesium cation	D64.9	Anemia, unspecified	0.01135	2e-16	-0.06732	MIMIC-IV
N18.6	End stage renal disease	6582	magnesium oxide	D64.9	Anemia, unspecified	0.01135	2e-16	-0.06732	MIMIC-IV
N18.6	End stage renal disease	52356	magnesium citrate	D64.9	Anemia, unspecified	0.01135	2e-16	-0.06732	MIMIC-IV
N18.6	End stage renal disease	283578	magnesium malate	D64.9	Anemia, unspecified	0.01135	2e-16	-0.06732	MIMIC-IV
N18.6	End stage renal disease	6585	magnesium sulfate	D64.9	Anemia, unspecified	0.01135	2e-16	-0.06732	MIMIC-IV
N18.6	End stage renal disease	214688	magnesium lactate	D64.9	Anemia, unspecified	0.01135	2e-16	-0.06732	MIMIC-IV
N18.6	End stage renal disease	142131	magnesium aspartate	D64.9	Anemia, unspecified	0.01135	2e-16	-0.06732	MIMIC-IV
N18.6	End stage renal disease	215976	magnesium, chelated	D64.9	Anemia, unspecified	0.01135	2e-16	-0.06732	MIMIC-IV
N18.6	End stage renal disease	314718	magnesium acetate	D64.9	Anemia, unspecified	0.01135	2e-16	-0.06732	MIMIC-IV
N18.6	End stage renal disease	6574	magnesium	D64.9	Anemia, unspecified	0.01135	2e-16	-0.06732	MIMIC-IV
N18.6	End stage renal disease	29170	magnesium trisilicate	D64.9	Anemia, unspecified	0.01135	2e-16	-0.06732	MIMIC-IV
N18.6	End stage renal disease	29155	magnesium carbonate	D64.9	Anemia, unspecified	0.01135	2e-16	-0.06732	MIMIC-IV
N18.6	End stage renal disease	236741	magnesium sulfate heptahydrate	D64.9	Anemia, unspecified	0.01135	2e-16	-0.06732	MIMIC-IV
N18.6	End stage renal disease	6579	magnesium chloride	D64.9	Anemia, unspecified	0.01135	2e-16	-0.06732	MIMIC-IV
N18.6	End stage renal disease	139233	magnesium orotate	D64.9	Anemia, unspecified	0.01135	2e-16	-0.06732	MIMIC-IV
K26	Duodenal ulcer	7646	omeprazole	K92.0	Hematemesis	0.011276	2e-16	-0.416865	UKB
I21	cardiac infarction	1202	atenolol	I51.7	Cardiomegaly	0.011186	2e-16	-0.134449	UKB
E04.9	Goiter NOS	10582	levothyroxine	J45	Asthma	0.01118	2e-16	-0.03554	UKB
T78.40	Hypersensitivity NOS	161	acetaminophen	I42	Cardiomyopathy	0.0111	0.02	-2.94	MIMIC-IV
N19	Uremia NOS	6581	magnesium hydroxide	E87.7	Fluid overload	0.01103	2e-16	-0.15116	MIMIC-IV
N19	Uremia NOS	52358	magnesium gluconate	E87.7	Fluid overload	0.01103	2e-16	-0.15116	MIMIC-IV
N19	Uremia NOS	1426853	magnesium cation	E87.7	Fluid overload	0.01103	2e-16	-0.15116	MIMIC-IV
N19	Uremia NOS	6582	magnesium oxide	E87.7	Fluid overload	0.01103	2e-16	-0.15116	MIMIC-IV
N19	Uremia NOS	52356	magnesium citrate	E87.7	Fluid overload	0.01103	2e-16	-0.15116	MIMIC-IV
N19	Uremia NOS	283578	magnesium malate	E87.7	Fluid overload	0.01103	2e-16	-0.15116	MIMIC-IV
N19	Uremia NOS	6585	magnesium sulfate	E87.7	Fluid overload	0.01103	2e-16	-0.15116	MIMIC-IV
N19	Uremia NOS	214688	magnesium lactate	E87.7	Fluid overload	0.01103	2e-16	-0.15116	MIMIC-IV
N19	Uremia NOS	142131	magnesium aspartate	E87.7	Fluid overload	0.01103	2e-16	-0.15116	MIMIC-IV
N19	Uremia NOS	215976	magnesium, chelated	E87.7	Fluid overload	0.01103	2e-16	-0.15116	MIMIC-IV
N19	Uremia NOS	314718	magnesium acetate	E87.7	Fluid overload	0.01103	2e-16	-0.15116	MIMIC-IV
N19	Uremia NOS	6574	magnesium	E87.7	Fluid overload	0.01103	2e-16	-0.15116	MIMIC-IV
N19	Uremia NOS	29170	magnesium trisilicate	E87.7	Fluid overload	0.01103	2e-16	-0.15116	MIMIC-IV
N19	Uremia NOS	29155	magnesium carbonate	E87.7	Fluid overload	0.01103	2e-16	-0.15116	MIMIC-IV
N19	Uremia NOS	236741	magnesium sulfate heptahydrate	E87.7	Fluid overload	0.01103	2e-16	-0.15116	MIMIC-IV
N19	Uremia NOS	6579	magnesium chloride	E87.7	Fluid overload	0.01103	2e-16	-0.15116	MIMIC-IV
N19	Uremia NOS	139233	magnesium orotate	E87.7	Fluid overload	0.01103	2e-16	-0.15116	MIMIC-IV
I51.9	Heart disease, unspecified	83367	atorvastatin	H93.1	Tinnitus	0.011	2e-16	-0.516	UKB
I21	cardiac infarction	7646	omeprazole	I51.9	Heart disease, unspecified	0.01091	2e-16	-0.88495	UKB
N08	Nephritis	6581	magnesium hydroxide	I15	Secondary hypertension	0.0109	2e-16	-0.07678	MIMIC-IV
N08	Nephritis	52358	magnesium gluconate	I15	Secondary hypertension	0.0109	2e-16	-0.07678	MIMIC-IV
N08	Nephritis	1426853	magnesium cation	I15	Secondary hypertension	0.0109	2e-16	-0.07678	MIMIC-IV
N08	Nephritis	6582	magnesium oxide	I15	Secondary hypertension	0.0109	2e-16	-0.07678	MIMIC-IV
N08	Nephritis	52356	magnesium citrate	I15	Secondary hypertension	0.0109	2e-16	-0.07678	MIMIC-IV
N08	Nephritis	283578	magnesium malate	I15	Secondary hypertension	0.0109	2e-16	-0.07678	MIMIC-IV
N08	Nephritis	6585	magnesium sulfate	I15	Secondary hypertension	0.0109	2e-16	-0.07678	MIMIC-IV
N08	Nephritis	214688	magnesium lactate	I15	Secondary hypertension	0.0109	2e-16	-0.07678	MIMIC-IV
N08	Nephritis	142131	magnesium aspartate	I15	Secondary hypertension	0.0109	2e-16	-0.07678	MIMIC-IV
N08	Nephritis	215976	magnesium, chelated	I15	Secondary hypertension	0.0109	2e-16	-0.07678	MIMIC-IV
N08	Nephritis	314718	magnesium acetate	I15	Secondary hypertension	0.0109	2e-16	-0.07678	MIMIC-IV
N08	Nephritis	6574	magnesium	I15	Secondary hypertension	0.0109	2e-16	-0.07678	MIMIC-IV
N08	Nephritis	29170	magnesium trisilicate	I15	Secondary hypertension	0.0109	2e-16	-0.07678	MIMIC-IV
N08	Nephritis	29155	magnesium carbonate	I15	Secondary hypertension	0.0109	2e-16	-0.07678	MIMIC-IV
N08	Nephritis	236741	magnesium sulfate heptahydrate	I15	Secondary hypertension	0.0109	2e-16	-0.07678	MIMIC-IV
N08	Nephritis	6579	magnesium chloride	I15	Secondary hypertension	0.0109	2e-16	-0.07678	MIMIC-IV
N08	Nephritis	139233	magnesium orotate	I15	Secondary hypertension	0.0109	2e-16	-0.07678	MIMIC-IV
N28.9	Nephropathy NOS	29046	lisinopril	G62.9	Neuropathy NOS	0.010815	2e-16	-0.277185	UKB
N28.9	Nephropathy NOS	214618	Hydrochlorothiazide / Lisinopril	G62.9	Neuropathy NOS	0.010815	2e-16	-0.277185	UKB
I21	cardiac infarction	7646	omeprazole	I47.2	Ventricular tachycardia	0.010746	2e-16	-1.024053	UKB
K21.9	Esophageal reflux NOS	17128	lansoprazole	J32	sinus empyema	0.010704	2e-16	-0.194022	UKB
N28.9	Nephropathy NOS	1202	atenolol	E87.5	Hyperkalemia	0.01058	2e-16	-0.29602	UKB
K21.9	Esophageal reflux NOS	17128	lansoprazole	J69.0	Aspiration pneumonia NOS	0.010546	2e-16	-0.200688	UKB
I21	cardiac infarction	6387	lidocaine	I27.20	Pulmonary hypertension NOS	0.01052	2e-16	-0.14683	MIMIC-IV
I21	cardiac infarction	7646	omeprazole	I46	Cardiac arrest	0.01046	2e-16	-0.6979	UKB
G35	Multiple sclerosis	8640	prednisone	G40.909	Epilepsy NOS	0.01039	2e-16	-0.25022	MIMIC-IV
M45	Ankylosing spondylitis	5640	ibuprofen	M41	Scoliosis	0.010377	2e-16	-0.426521	UKB
E11	diabetes NOS	52175	losartan	H40	Glaucoma	0.010347	2e-16	-0.060003	UKB
I21	cardiac infarction	83367	atorvastatin	N17.9	Acute renal failure, unspecified	0.01034	2e-16	-0.06545	UKB
I21	cardiac infarction	1009219	aliskiren / Amlodipine	I51.9	Heart disease, unspecified	0.0103	2e-16	-0.645	UKB
I21	cardiac infarction	17767	amlodipine	I51.9	Heart disease, unspecified	0.0103	2e-16	-0.645	UKB
I22	cardiac infarction	36567	simvastatin	I46	Cardiac arrest	0.01029	2e-16	-0.78382	UKB
I22	cardiac infarction	803516	Niacin / Simvastatin	I46	Cardiac arrest	0.01029	2e-16	-0.78382	UKB
I22	cardiac infarction	7646	omeprazole	I42.0	Dilated cardiomyopathy	0.010269	2e-16	-0.87044	UKB
J32	sinus empyema	2551	ciprofloxacin	G62.9	Neuropathy NOS	0.01023	2e-16	-0.29492	MIMIC-IV
N18.9	Chronic uremia NOS	6581	magnesium hydroxide	G62.9	Neuropathy NOS	0.010067	2e-16	-0.184211	MIMIC-IV
N18.9	Chronic uremia NOS	52358	magnesium gluconate	G62.9	Neuropathy NOS	0.010067	2e-16	-0.184211	MIMIC-IV
N18.9	Chronic uremia NOS	1426853	magnesium cation	G62.9	Neuropathy NOS	0.010067	2e-16	-0.184211	MIMIC-IV
N18.9	Chronic uremia NOS	6582	magnesium oxide	G62.9	Neuropathy NOS	0.010067	2e-16	-0.184211	MIMIC-IV
N18.9	Chronic uremia NOS	52356	magnesium citrate	G62.9	Neuropathy NOS	0.010067	2e-16	-0.184211	MIMIC-IV
N18.9	Chronic uremia NOS	283578	magnesium malate	G62.9	Neuropathy NOS	0.010067	2e-16	-0.184211	MIMIC-IV
N18.9	Chronic uremia NOS	6585	magnesium sulfate	G62.9	Neuropathy NOS	0.010067	2e-16	-0.184211	MIMIC-IV
N18.9	Chronic uremia NOS	214688	magnesium lactate	G62.9	Neuropathy NOS	0.010067	2e-16	-0.184211	MIMIC-IV
N18.9	Chronic uremia NOS	142131	magnesium aspartate	G62.9	Neuropathy NOS	0.010067	2e-16	-0.184211	MIMIC-IV
N18.9	Chronic uremia NOS	215976	magnesium, chelated	G62.9	Neuropathy NOS	0.010067	2e-16	-0.184211	MIMIC-IV
N18.9	Chronic uremia NOS	314718	magnesium acetate	G62.9	Neuropathy NOS	0.010067	2e-16	-0.184211	MIMIC-IV
N18.9	Chronic uremia NOS	6574	magnesium	G62.9	Neuropathy NOS	0.010067	2e-16	-0.184211	MIMIC-IV
N18.9	Chronic uremia NOS	29170	magnesium trisilicate	G62.9	Neuropathy NOS	0.010067	2e-16	-0.184211	MIMIC-IV
N18.9	Chronic uremia NOS	29155	magnesium carbonate	G62.9	Neuropathy NOS	0.010067	2e-16	-0.184211	MIMIC-IV
N18.9	Chronic uremia NOS	236741	magnesium sulfate heptahydrate	G62.9	Neuropathy NOS	0.010067	2e-16	-0.184211	MIMIC-IV
N18.9	Chronic uremia NOS	6579	magnesium chloride	G62.9	Neuropathy NOS	0.010067	2e-16	-0.184211	MIMIC-IV
N18.9	Chronic uremia NOS	139233	magnesium orotate	G62.9	Neuropathy NOS	0.010067	2e-16	-0.184211	MIMIC-IV
I25.10	Atherosclerotic heart disease NOS	36567	simvastatin	I42	Cardiomyopathy	0.01003	2e-16	-0.14862	MIMIC-IV
B34.9	Viremia NOS	2551	ciprofloxacin	I42	Cardiomyopathy	0.009994	2e-16	-0.186239	MIMIC-IV
I21	cardiac infarction	7646	omeprazole	I72	Other aneurysm	0.00997	2e-16	-0.77308	UKB
E78.5	Hyperlipidemia, unspecified	36567	simvastatin	K85.9	Pancreatitis NOS	0.00988	2e-16	-0.729469	UKB
E78.5	Hyperlipidemia, unspecified	803516	Niacin / Simvastatin	K85.9	Pancreatitis NOS	0.00988	2e-16	-0.729469	UKB
K21.9	Esophageal reflux NOS	17128	lansoprazole	J98.4	Pulmolithiasis	0.009832	2e-16	-0.178489	UKB
I21	cardiac infarction	11289	warfarin	I70	atheroma	0.009786	2e-16	-0.210614	UKB
N28.9	Nephropathy NOS	83367	atorvastatin	E87.7	Fluid overload	0.00972	2e-16	-0.313	UKB
M45	Ankylosing spondylitis	5640	ibuprofen	M41.9	Unspecified scoliosis	0.009715	2e-16	-0.42253	UKB
I63	Cerebral infarction	5224	heparin	H54	Blindness and low vision	0.009683	2e-16	0.931567	MIMIC-IV
I26	Pulmonary embolism	5224	heparin	J96.0	Acute respiratory failure	0.00967	2e-16	-0.13362	MIMIC-IV
N28.9	Nephropathy NOS	83367	atorvastatin	E87.5	Hyperkalemia	0.00957	0.008	-0.27961	UKB
K26	Duodenal ulcer	17128	lansoprazole	K92.0	Hematemesis	0.009528	2e-16	-0.285465	UKB
G43	Migraine	6918	metoprolol	I67.9	Cerebrovascular disease, unspecified	0.009507	2e-16	-0.13751	MIMIC-IV
I21	cardiac infarction	29046	lisinopril	I70	atheroma	0.00949	2e-16	-0.22576	UKB
I21	cardiac infarction	214618	Hydrochlorothiazide / Lisinopril	I70	atheroma	0.00949	2e-16	-0.22576	UKB
E78.5	Hyperlipidemia, unspecified	83367	atorvastatin	I70	atheroma	0.00938	2e-16	-0.22547	UKB
B34.9	Viremia NOS	2551	ciprofloxacin	J96.0	Acute respiratory failure	0.0093	2e-16	-0.07005	MIMIC-IV
I26	Pulmonary embolism	5224	heparin	N17.9	Acute renal failure, unspecified	0.00924	2e-16	-0.13041	MIMIC-IV
M06.9	Rheumatoid arthritis, unspecified	5640	ibuprofen	M54.1	Radiculopathy	0.009198	2e-16	-0.506424	UKB
I21	cardiac infarction	6809	metformin	I67.9	Cerebrovascular disease, unspecified	0.00918	2e-16	-0.20875	UKB
I50.9	Congestive heart disease	10454	thiamine	I27.20	Pulmonary hypertension NOS	0.00916	2e-16	-0.20961	MIMIC-IV
I21	cardiac infarction	11289	warfarin	I67.9	Cerebrovascular disease, unspecified	0.009154	2e-16	-0.186716	UKB
M06.9	Rheumatoid arthritis, unspecified	3355	diclofenac	G56.0	Carpal tunnel syndrome	0.00914	2e-16	-0.06193	UKB
N28.9	Nephropathy NOS	54552	perindopril	D64.9	Anemia, unspecified	0.00914	2e-16	-0.04021	UKB
K25	Gastric ulcer	4278	famotidine	D64.9	Anemia, unspecified	0.00911	2e-16	-0.05116	MIMIC-IV
E78.5	Hyperlipidemia, unspecified	36567	simvastatin	E83.1	Disorders of iron metabolism	0.009096	2e-16	-0.817517	UKB
E78.5	Hyperlipidemia, unspecified	803516	Niacin / Simvastatin	E83.1	Disorders of iron metabolism	0.009096	2e-16	-0.817517	UKB
R73.9	Hyperglycemia, unspecified	6809	metformin	I51.7	Cardiomegaly	0.00905	0.002	-0.09837	UKB
I21	cardiac infarction	29046	lisinopril	I67.9	Cerebrovascular disease, unspecified	0.00905	2e-16	-0.20594	UKB
I21	cardiac infarction	214618	Hydrochlorothiazide / Lisinopril	I67.9	Cerebrovascular disease, unspecified	0.00905	2e-16	-0.20594	UKB
E78.5	Hyperlipidemia, unspecified	36567	simvastatin	E88	Other metabolic disorders	0.009024	2e-16	-0.815185	UKB
E78.5	Hyperlipidemia, unspecified	803516	Niacin / Simvastatin	E88	Other metabolic disorders	0.009024	2e-16	-0.815185	UKB
I21	cardiac infarction	1009219	aliskiren / Amlodipine	I46	Cardiac arrest	0.00898	2e-16	-0.46156	UKB
I21	cardiac infarction	17767	amlodipine	I46	Cardiac arrest	0.00898	2e-16	-0.46156	UKB
I21	cardiac infarction	83367	atorvastatin	I50.9	Congestive heart disease	0.00892	2e-16	-0.16756	UKB
E11	diabetes NOS	52175	losartan	E78.5	Hyperlipidemia, unspecified	0.008916	2e-16	-0.061193	UKB
I22	cardiac infarction	83367	atorvastatin	I50.1	Cardiac asthma	0.008862	2e-16	-0.229668	UKB
I21	cardiac infarction	6809	metformin	I50.9	Congestive heart disease	0.00884	2e-16	-0.16724	UKB
K26	Duodenal ulcer	6581	magnesium hydroxide	I20	Angina pectoris	0.00881	2e-16	-0.06822	MIMIC-IV
K26	Duodenal ulcer	52358	magnesium gluconate	I20	Angina pectoris	0.00881	2e-16	-0.06822	MIMIC-IV
K26	Duodenal ulcer	1426853	magnesium cation	I20	Angina pectoris	0.00881	2e-16	-0.06822	MIMIC-IV
K26	Duodenal ulcer	6582	magnesium oxide	I20	Angina pectoris	0.00881	2e-16	-0.06822	MIMIC-IV
K26	Duodenal ulcer	52356	magnesium citrate	I20	Angina pectoris	0.00881	2e-16	-0.06822	MIMIC-IV
K26	Duodenal ulcer	283578	magnesium malate	I20	Angina pectoris	0.00881	2e-16	-0.06822	MIMIC-IV
K26	Duodenal ulcer	6585	magnesium sulfate	I20	Angina pectoris	0.00881	2e-16	-0.06822	MIMIC-IV
K26	Duodenal ulcer	214688	magnesium lactate	I20	Angina pectoris	0.00881	2e-16	-0.06822	MIMIC-IV
K26	Duodenal ulcer	142131	magnesium aspartate	I20	Angina pectoris	0.00881	2e-16	-0.06822	MIMIC-IV
K26	Duodenal ulcer	215976	magnesium, chelated	I20	Angina pectoris	0.00881	2e-16	-0.06822	MIMIC-IV
K26	Duodenal ulcer	314718	magnesium acetate	I20	Angina pectoris	0.00881	2e-16	-0.06822	MIMIC-IV
K26	Duodenal ulcer	6574	magnesium	I20	Angina pectoris	0.00881	2e-16	-0.06822	MIMIC-IV
K26	Duodenal ulcer	29170	magnesium trisilicate	I20	Angina pectoris	0.00881	2e-16	-0.06822	MIMIC-IV
K26	Duodenal ulcer	29155	magnesium carbonate	I20	Angina pectoris	0.00881	2e-16	-0.06822	MIMIC-IV
K26	Duodenal ulcer	236741	magnesium sulfate heptahydrate	I20	Angina pectoris	0.00881	2e-16	-0.06822	MIMIC-IV
K26	Duodenal ulcer	6579	magnesium chloride	I20	Angina pectoris	0.00881	2e-16	-0.06822	MIMIC-IV
K26	Duodenal ulcer	139233	magnesium orotate	I20	Angina pectoris	0.00881	2e-16	-0.06822	MIMIC-IV
N28.9	Nephropathy NOS	19484	bisoprolol	G62.9	Neuropathy NOS	0.008807	2e-16	-0.210942	UKB
I21	cardiac infarction	1202	atenolol	N17.9	Acute renal failure, unspecified	0.0088	2e-16	-0.05697	UKB
I22	cardiac infarction	1009219	aliskiren / Amlodipine	I46	Cardiac arrest	0.0088	2e-16	-0.37735	UKB
I22	cardiac infarction	17767	amlodipine	I46	Cardiac arrest	0.0088	2e-16	-0.37735	UKB
R73.9	Hyperglycemia, unspecified	6809	metformin	H26	Other cataract	0.00868	2e-16	-0.02791	UKB
E05.9	Hyperthyroidism NOS	10582	levothyroxine	D64.9	Anemia, unspecified	0.008595	2e-16	-0.042314	UKB
I21	cardiac infarction	83367	atorvastatin	I67.9	Cerebrovascular disease, unspecified	0.00854	2e-16	-0.19903	UKB
I20.1	Variant angina	1009219	aliskiren / Amlodipine	I47.2	Ventricular tachycardia	0.00848	2e-16	-0.401	UKB
I20.1	Variant angina	17767	amlodipine	I47.2	Ventricular tachycardia	0.00848	2e-16	-0.401	UKB
I21	cardiac infarction	7646	omeprazole	J96.0	Acute respiratory failure	0.008448	2e-16	-0.66017	UKB
I21	cardiac infarction	5470	hydralazine	J81	Pulmonary edema	0.0084	2e-16	-0.08093	MIMIC-IV
I21	cardiac infarction	1009219	aliskiren / Amlodipine	I72	Other aneurysm	0.008385	2e-16	-0.510614	UKB
I21	cardiac infarction	17767	amlodipine	I72	Other aneurysm	0.008385	2e-16	-0.510614	UKB
N19	Uremia NOS	29046	lisinopril	E87.2	Acidosis	0.00837	0.002	-0.19387	UKB
N19	Uremia NOS	214618	Hydrochlorothiazide / Lisinopril	E87.2	Acidosis	0.00837	0.002	-0.19387	UKB
N28.9	Nephropathy NOS	6918	metoprolol	G62.9	Neuropathy NOS	0.00829	2e-16	-0.25575	MIMIC-IV
E11	diabetes NOS	52175	losartan	I20.0	Unstable angina	0.008283	2e-16	-0.075699	UKB
I47.1	Supraventricular tachycardia	1202	atenolol	I42.0	Dilated cardiomyopathy	0.008266	2e-16	-0.632947	UKB
I21	cardiac infarction	1202	atenolol	I67.9	Cerebrovascular disease, unspecified	0.00826	2e-16	-0.20105	UKB
K52.9	Colitis NOS	4832	glucagon	E87.2	Acidosis	0.008251	2e-16	-0.100553	MIMIC-IV
I21	cardiac infarction	83367	atorvastatin	I70	atheroma	0.00825	2e-16	-0.20298	UKB
N18.9	Chronic uremia NOS	900937	aliskiren / valsartan	G62.9	Neuropathy NOS	0.00824	2e-16	-0.0863	UKB
N18.9	Chronic uremia NOS	69749	valsartan	G62.9	Neuropathy NOS	0.00824	2e-16	-0.0863	UKB
N18.9	Chronic uremia NOS	1656339	sacubitril / valsartan	G62.9	Neuropathy NOS	0.00824	2e-16	-0.0863	UKB
I21	cardiac infarction	6809	metformin	I47.2	Ventricular tachycardia	0.008237	2e-16	-0.495932	UKB
I21	cardiac infarction	5224	heparin	I27.20	Pulmonary hypertension NOS	0.00814	2e-16	-0.20452	MIMIC-IV
I21	cardiac infarction	29046	lisinopril	N17.9	Acute renal failure, unspecified	0.00812	2e-16	-0.04988	UKB
I21	cardiac infarction	214618	Hydrochlorothiazide / Lisinopril	N17.9	Acute renal failure, unspecified	0.00812	2e-16	-0.04988	UKB
K21.9	Esophageal reflux NOS	9143	ranitidine	J45	Asthma	0.00804	2e-16	-0.02294	UKB
J42	Chronic tracheitis	2551	ciprofloxacin	J96.0	Acute respiratory failure	0.008	2e-16	-0.07171	MIMIC-IV
E05.9	Hyperthyroidism NOS	10582	levothyroxine	F41.9	Anxiety NOS	0.00799	2e-16	-0.04965	UKB
I21	cardiac infarction	49276	doxazosin	I67.9	Cerebrovascular disease, unspecified	0.00799	2e-16	-0.155029	UKB
G40.909	Epilepsy NOS	25480	gabapentin	F41.9	Anxiety NOS	0.00799	2e-16	-0.05618	MIMIC-IV
I21	cardiac infarction	36567	simvastatin	I51.9	Heart disease, unspecified	0.00798	2e-16	-1.13141	UKB
I21	cardiac infarction	803516	Niacin / Simvastatin	I51.9	Heart disease, unspecified	0.00798	2e-16	-1.13141	UKB
I22	cardiac infarction	83367	atorvastatin	I46	Cardiac arrest	0.00789	2e-16	-0.32154	UKB
I21	cardiac infarction	6809	metformin	I72	Other aneurysm	0.00788	2e-16	-0.42	UKB
I21	cardiac infarction	7646	omeprazole	I50.2	Systolic (congestive) heart failure	0.00788	2e-16	-0.1008	MIMIC-IV
N18.9	Chronic uremia NOS	83818	irbesartan	M89.9	Unspecified disorder of bone	0.00787	2e-16	-0.0965	UKB
